LocationDesc,Class,Data_Value,Age(years),GeoLocation,LocationID
Oklahoma,Physical Activity,24.8,25 - 34,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,25.8,35 - 44,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,27.7,35 - 44,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,24.6,45 - 54,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,26,55 - 64,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,33.1,65 or older,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,40.2,18 - 24,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,28.6,25 - 34,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,21.5,45 - 54,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,17.6,55 - 64,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,16.4,65 or older,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,23.3,18 - 24,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,28.2,25 - 34,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,27.4,35 - 44,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,34.1,45 - 54,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,38.9,55 - 64,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,42.3,65 or older,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,21.6,18 - 24,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,30.4,25 - 34,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,40,55 - 64,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,28.9,65 or older,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,29.8,45 - 54,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,25.3,18 - 24,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,32.1,25 - 34,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,37.1,35 - 44,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,37,45 - 54,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,36.2,55 - 64,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Obesity / Weight Status,40.7,65 or older,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,17.8,18 - 24,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,21.9,25 - 34,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,23.3,35 - 44,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,33.6,55 - 64,"(35.47203135600046, -97.52107021399968)",40
Oklahoma,Physical Activity,39.8,65 or older,"(35.47203135600046, -97.52107021399968)",40
Oregon,Obesity / Weight Status,15.3,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,28.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,27.1,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,31.8,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,29.8,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,24.6,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,21.2,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,31.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,36.6,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,38.2,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,36.5,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,39.9,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,26.9,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,30.8,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,31.5,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,33.6,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,34,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,36.7,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,21.3,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,14.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,14,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,16.2,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,13.7,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,14.3,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,64.8,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,58.3,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,61.9,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,56.8,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,63,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,62.8,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,36.5,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,24.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,24.4,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,19.9,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,21.4,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,19.2,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,42.7,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,31.1,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,39.3,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,37.2,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,44.3,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,48.9,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,49.3,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,34.5,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,31.6,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,25.9,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,28.4,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,23.1,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,16.8,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,16.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,15.4,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,24.5,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,18.1,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,25.4,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,12.9,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,28,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,30.5,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,31.1,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,32.9,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,25.4,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,22.7,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,30.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,35,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,36.2,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,36,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,38.8,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,11.4,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,12.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,13.6,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,17.8,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,16.2,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,24.1,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,10,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,26.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,30.6,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,30.4,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,31,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,26,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,25.6,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,29.5,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,31.3,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,36.3,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,35.6,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,38.6,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,31.6,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,38.8,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,35.1,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,37.4,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,33.1,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,27.4,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,13.5,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,16.5,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,16.7,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,23,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,17.3,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Fruits and Vegetables,13.2,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,61.4,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,67.3,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,60.8,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,60.6,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,65.3,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,67.4,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,22.3,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,35.8,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,34.1,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,22.6,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,18.9,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,22.6,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,19.6,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,45.2,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,52,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,38.1,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,38.3,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,38.4,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,41.4,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,30.7,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,42.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,46.2,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,22.6,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,27.6,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,26.9,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,13.8,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,11.7,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,21.6,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,19.8,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,19.4,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,22.8,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,13.4,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,28.7,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,29.4,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,29.1,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,35.2,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,27.1,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,30.5,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,36.5,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,36.8,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,33.8,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Obesity / Weight Status,38.4,65 or older,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,11.1,18 - 24,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,10.2,25 - 34,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,14.5,35 - 44,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,17,45 - 54,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,19.1,55 - 64,"(44.56744942400047, -120.15503132599969)",41
Oregon,Physical Activity,24,65 or older,"(44.56744942400047, -120.15503132599969)",41
Pennsylvania,Obesity / Weight Status,16.4,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,23.5,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,31.8,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,33.9,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,33.6,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,27.9,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,24.2,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,33.7,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,36.7,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,36.2,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,38.7,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,41.4,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,25.4,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,34.9,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,37.8,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,39.1,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,40.4,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,43,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,32.2,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,21.3,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,22.9,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,23.2,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,21.7,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,24.2,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,52.4,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,46.6,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,45.1,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,50.6,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,52.1,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,50.3,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,17.7,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,22.9,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,28.7,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,20.1,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,19.2,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,16.5,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,14.3,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,28.1,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,24.3,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,24.9,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,30.6,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,34.1,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,35.5,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,42.5,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,30.9,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,28.5,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,27.1,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,20.6,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,16.4,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,23.8,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,23.9,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,26.4,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,27.5,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,34.7,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,18.5,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,27.8,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,29.4,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,32.9,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,33.5,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,29.3,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,24.9,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,32.7,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,38.2,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,37.2,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,40.1,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,38.7,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,12.9,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,15.5,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,21.2,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,21.4,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,27.7,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,35.8,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,14.9,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,27.8,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,34.5,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,32.2,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,36.7,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,30.1,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,25.9,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,33.6,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,33.1,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,35.7,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,36.6,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Obesity / Weight Status,38.6,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,43.8,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,40.2,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,40.6,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,39.6,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,37.1,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,27.9,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,25.9,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,29.1,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,24,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,23.2,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,22.6,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Fruits and Vegetables,24.9,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,26.9,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,50.2,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,44.5,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,47.9,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,48.6,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,47.4,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,48.3,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,30.9,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,19.1,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,17.5,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,18.6,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,15.6,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,13.6,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,27.2,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,24,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,31.2,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,24.5,25 - 34,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,25.4,35 - 44,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,28.4,45 - 54,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,29.8,55 - 64,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,35,65 or older,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,15.1,18 - 24,"(40.79373015200048, -77.86070029399963)",42
Pennsylvania,Physical Activity,48.8,18 - 24,"(40.79373015200048, -77.86070029399963)",42
